area,bedrooms,bathrooms,location,property_type,age,parking,price
1328,2,2,Kochi,Independent House,14,3,6931000
1965,3,3,Hyderabad,Villa,1,2,19365000
996,2,2,Bangalore,Apartment,28,1,6108000
1298,3,3,Hyderabad,Apartment,12,1,8875000
2824,3,3,Bangalore,Villa,3,3,33768000
2235,5,6,Kochi,Independent House,9,2,19027000
995,2,2,Chennai,Independent House,12,0,7426000
3092,3,3,Pune,Apartment,9,1,21872000
675,3,2,Tirunelveli,Apartment,28,2,2039000
864,2,3,Tirunelveli,Apartment,30,2,2771000
3102,5,5,Coimbatore,Villa,8,1,26310000
2419,3,3,Salem,Apartment,7,2,8922000
1317,3,3,Chennai,Apartment,2,3,9865000
3382,4,3,Tirunelveli,Villa,15,1,16692000
1450,5,5,Hyderabad,Independent House,30,2,11418000
1990,4,4,Salem,Apartment,13,0,8204000
743,3,3,Chennai,Apartment,8,0,5948000
1484,3,3,Trichy,Villa,29,1,7634000
995,2,1,Trichy,Villa,20,0,4169000
2092,2,1,Salem,Apartment,10,2,6808000
1767,3,4,Bangalore,Independent House,2,0,19417000
3216,1,1,Bangalore,Independent House,4,1,26820000
1662,3,3,Hyderabad,Apartment,28,1,9254000
2756,2,2,Chennai,Apartment,9,1,18520000
1665,2,2,Chennai,Apartment,12,0,10024000
1809,4,3,Salem,Independent House,3,2,10426000
3045,4,4,Madurai,Apartment,23,1,13594000
1233,1,2,Trichy,Villa,12,2,5842000
1756,3,3,Chennai,Villa,11,2,15732000
1838,4,4,Salem,Apartment,4,0,8961000
1332,1,1,Kochi,Villa,9,2,7819000
834,4,4,Coimbatore,Independent House,27,0,4794000
3305,2,1,Kochi,Apartment,23,1,13374000
1350,2,2,Pune,Apartment,8,0,8505000
3235,5,5,Hyderabad,Apartment,19,1,23589000
1553,2,1,Chennai,Independent House,6,1,12599000
3139,3,3,Pune,Independent House,1,2,27951000
2142,4,4,Tirunelveli,Apartment,21,1,7989000
1797,1,1,Pune,Independent House,23,2,9440000
2276,3,2,Salem,Apartment,27,1,6796000
1791,5,6,Chennai,Apartment,22,2,13799000
2817,2,2,Coimbatore,Apartment,6,1,14771000
2016,4,3,Salem,Apartment,7,1,8968000
3442,3,4,Salem,Apartment,6,1,15533000
3281,3,4,Hyderabad,Villa,20,1,28388000
1817,3,3,Hyderabad,Apartment,22,1,10648000
2140,2,2,Trichy,Independent House,28,2,9085000
2676,4,4,Trichy,Apartment,13,0,11336000
2045,4,3,Bangalore,Apartment,25,2,16025000
2986,3,2,Madurai,Apartment,18,2,11856000
2119,4,4,Chennai,Villa,4,2,25060000
1988,3,3,Chennai,Apartment,22,1,13583000
2456,3,4,Pune,Apartment,30,1,14604000
1965,3,3,Chennai,Independent House,24,3,14281000
1099,3,3,Chennai,Apartment,30,2,6770000
2280,3,2,Madurai,Apartment,17,1,9305000
1110,4,4,Tirunelveli,Independent House,19,1,5030000
816,3,3,Trichy,Apartment,11,1,3445000
1924,1,1,Trichy,Apartment,22,1,6210000
1755,2,2,Coimbatore,Apartment,16,2,8235000
2427,3,3,Chennai,Apartment,12,1,17520000
2410,3,3,Madurai,Apartment,1,1,12213000
3092,3,4,Trichy,Apartment,24,1,11937000
1805,3,3,Madurai,Apartment,12,1,8646000
2814,3,3,Kochi,Apartment,25,2,13321000
690,3,3,Tirunelveli,Independent House,6,2,3184000
1313,2,2,Chennai,Apartment,27,1,6655000
2481,3,2,Coimbatore,Apartment,9,2,13124000
638,3,2,Pune,Independent House,22,1,4395000
772,4,4,Trichy,Villa,5,1,5366000
1252,3,2,Kochi,Apartment,2,1,6406000
1353,1,1,Madurai,Independent House,25,1,4713000
1843,2,2,Hyderabad,Apartment,2,1,10771000
1681,1,1,Salem,Apartment,17,1,4573000
2283,3,3,Chennai,Independent House,10,2,19302000
3123,2,2,Chennai,Apartment,21,1,19754000
1055,3,2,Kochi,Apartment,19,2,5413000
1428,3,3,Madurai,Apartment,4,0,6889000
1494,1,1,Bangalore,Apartment,18,3,9419000
1984,3,4,Chennai,Apartment,21,2,13072000
2558,2,1,Bangalore,Independent House,26,0,18860000
3034,3,3,Hyderabad,Apartment,27,2,15721000
2596,2,2,Kochi,Independent House,18,1,13042000
2995,4,3,Madurai,Villa,29,2,16417000
789,2,2,Madurai,Independent House,14,1,3428000
1104,5,5,Tirunelveli,Villa,29,1,5449000
1814,3,3,Salem,Villa,15,2,9140000
2131,4,5,Trichy,Apartment,23,1,9568000
1423,3,4,Trichy,Apartment,8,0,6171000
1528,3,3,Pune,Apartment,3,2,10445000
1533,4,3,Coimbatore,Independent House,14,1,10932000
1740,3,2,Kochi,Independent House,24,1,8801000
733,3,2,Hyderabad,Apartment,11,0,4504000
2705,3,3,Madurai,Apartment,22,1,9846000
1284,3,2,Salem,Apartment,2,3,5698000
3319,1,1,Bangalore,Villa,22,1,25331000
2820,2,3,Kochi,Apartment,13,1,12966000
2452,3,3,Pune,Independent House,16,2,20704000
1414,3,2,Kochi,Independent House,18,2,8753000
1772,4,4,Pune,Apartment,5,1,14437000
679,3,2,Madurai,Apartment,3,1,3328000
802,5,5,Coimbatore,Apartment,6,3,5609000
3411,2,2,Pune,Apartment,29,2,17871000
1852,2,2,Madurai,Apartment,18,1,6472000
2299,2,2,Madurai,Apartment,16,0,7913000
1850,3,3,Coimbatore,Independent House,24,1,11766000
2282,4,3,Trichy,Apartment,15,1,10029000
2155,2,3,Kochi,Apartment,14,1,9962000
2694,4,3,Chennai,Independent House,21,2,21923000
1856,3,4,Chennai,Independent House,7,0,17427000
2149,3,2,Bangalore,Apartment,18,2,13831000
1766,3,3,Bangalore,Villa,7,1,17510000
1996,2,2,Chennai,Apartment,17,2,11216000
3303,3,3,Hyderabad,Independent House,27,2,22049000
1070,3,3,Chennai,Villa,15,0,10166000
1635,1,2,Bangalore,Villa,19,1,11922000
1953,3,4,Salem,Apartment,18,1,7751000
3383,1,2,Bangalore,Independent House,9,2,24877000
3431,3,3,Hyderabad,Apartment,16,2,22030000
1567,3,4,Kochi,Apartment,30,1,7738000
957,3,3,Chennai,Apartment,12,1,7198000
1267,3,3,Coimbatore,Apartment,12,1,7412000
972,1,1,Salem,Apartment,6,2,3654000
1631,3,4,Madurai,Independent House,26,1,7771000
1745,2,3,Hyderabad,Independent House,9,1,13298000
1971,2,1,Bangalore,Apartment,1,1,15229000
3323,4,5,Coimbatore,Apartment,3,0,21170000
689,1,1,Pune,Apartment,24,2,3318000
3345,3,3,Trichy,Apartment,5,0,15671000
1139,3,3,Chennai,Apartment,23,1,7773000
3379,2,1,Trichy,Independent House,17,1,12840000
1468,2,2,Hyderabad,Apartment,22,1,7632000
640,2,1,Pune,Apartment,5,1,4220000
1339,4,5,Pune,Apartment,28,3,9181000
2546,3,3,Pune,Independent House,29,2,17903000
3149,2,2,Madurai,Villa,24,1,15497000
1824,3,2,Hyderabad,Independent House,22,1,12625000
1528,3,3,Kochi,Independent House,16,2,9328000
2636,2,2,Trichy,Apartment,13,1,10077000
3108,3,3,Kochi,Apartment,23,1,15006000
3379,3,4,Coimbatore,Villa,10,2,26530000
3399,4,5,Tirunelveli,Apartment,25,2,11286000
1524,2,2,Salem,Villa,30,3,6195000
2181,2,2,Salem,Apartment,18,3,8152000
989,2,1,Kochi,Apartment,29,2,3640000
2217,3,4,Tirunelveli,Apartment,1,0,7907000
855,2,2,Tirunelveli,Villa,27,1,3086000
1308,3,3,Chennai,Independent House,2,1,13084000
2438,4,4,Coimbatore,Apartment,10,1,13759000
2544,3,3,Hyderabad,Apartment,5,1,16476000
3097,3,3,Tirunelveli,Apartment,28,1,8125000
609,4,4,Bangalore,Apartment,13,1,5440000
3471,3,4,Salem,Apartment,18,1,12390000
1397,3,3,Bangalore,Apartment,25,0,9179000
1476,1,1,Coimbatore,Apartment,15,1,6082000
1628,5,5,Tirunelveli,Apartment,20,1,6679000
1615,2,2,Trichy,Apartment,21,2,5574000
2424,2,2,Salem,Apartment,23,1,7030000
973,1,1,Chennai,Apartment,6,1,5884000
2793,3,2,Chennai,Apartment,29,2,18046000
823,2,1,Pune,Apartment,26,1,4308000
1862,2,2,Madurai,Villa,7,0,11060000
2824,1,1,Tirunelveli,Apartment,18,1,7545000
2402,2,3,Coimbatore,Apartment,19,1,10225000
1452,3,3,Salem,Apartment,15,3,6001000
662,3,3,Madurai,Villa,21,1,3532000
1840,2,2,Coimbatore,Independent House,26,2,9594000
3474,3,3,Kochi,Independent House,6,0,21244000
3442,3,3,Tirunelveli,Villa,8,1,15498000
1288,1,1,Hyderabad,Apartment,12,1,7109000
2084,2,1,Hyderabad,Villa,0,1,16031000
2233,5,4,Tirunelveli,Villa,28,1,10948000
2752,3,4,Pune,Apartment,30,1,14425000
1110,2,3,Pune,Apartment,7,1,6642000
984,3,2,Hyderabad,Apartment,23,1,5965000
1004,2,2,Trichy,Independent House,21,1,4268000
3470,3,3,Salem,Apartment,3,2,15242000
1117,2,3,Hyderabad,Villa,2,1,9226000
1075,2,2,Trichy,Apartment,26,1,3582000
2600,2,1,Madurai,Apartment,2,0,10934000
3356,4,5,Trichy,Apartment,21,1,14814000
2268,3,4,Madurai,Apartment,12,2,10349000
2493,2,1,Coimbatore,Independent House,7,1,15706000
3418,2,1,Bangalore,Villa,6,2,33053000
2060,3,3,Coimbatore,Apartment,26,1,10538000
3324,2,2,Hyderabad,Independent House,0,2,26389000
1313,2,2,Madurai,Apartment,26,0,4628000
682,5,4,Hyderabad,Independent House,15,2,5717000
1768,2,2,Tirunelveli,Apartment,5,1,5507000
3104,3,4,Salem,Apartment,6,1,13936000
2501,5,6,Chennai,Apartment,11,1,21299000
2648,2,1,Hyderabad,Apartment,22,1,12223000
650,1,1,Salem,Apartment,8,3,2372000
1284,2,2,Trichy,Villa,26,1,5326000
1316,4,3,Coimbatore,Independent House,10,1,10094000
2069,4,3,Trichy,Independent House,9,1,12034000
1048,4,5,Chennai,Apartment,20,1,8037000
1480,2,1,Madurai,Apartment,0,1,5645000
1087,4,3,Tirunelveli,Apartment,17,2,4133000
2423,4,3,Salem,Apartment,30,1,8645000
2681,3,4,Tirunelveli,Villa,3,3,15063000
2742,4,4,Bangalore,Apartment,4,1,25127000
2174,4,4,Hyderabad,Apartment,8,1,15399000
2801,3,2,Madurai,Apartment,26,2,10522000
849,3,4,Bangalore,Independent House,30,1,7546000
1273,2,2,Kochi,Apartment,16,1,5924000
1037,2,2,Hyderabad,Apartment,2,1,6752000
2765,3,3,Trichy,Apartment,15,1,10478000
1370,2,3,Coimbatore,Apartment,4,1,7751000
867,4,5,Salem,Apartment,15,2,4161000
2584,5,4,Chennai,Apartment,2,1,22780000
1677,4,4,Chennai,Independent House,19,1,14914000
835,1,1,Trichy,Apartment,14,2,2790000
988,2,2,Pune,Villa,29,3,6765000
1362,2,3,Chennai,Independent House,2,1,10734000
2448,3,4,Salem,Independent House,19,1,10514000
3048,4,5,Trichy,Apartment,13,1,14285000
1223,4,4,Madurai,Apartment,30,3,4815000
3414,3,4,Chennai,Villa,15,2,31792000
1852,4,3,Tirunelveli,Villa,28,1,8305000
3500,4,5,Trichy,Apartment,28,1,14319000
1177,2,2,Salem,Villa,30,1,4779000
2722,4,4,Tirunelveli,Apartment,30,2,8470000
1034,2,2,Hyderabad,Apartment,16,1,5989000
2750,2,3,Hyderabad,Apartment,27,2,13426000
1363,3,2,Chennai,Apartment,23,3,9423000
3385,2,2,Tirunelveli,Apartment,19,0,8614000
3453,3,4,Coimbatore,Villa,22,1,24277000
1929,3,2,Hyderabad,Apartment,17,1,11038000
2745,3,3,Coimbatore,Apartment,17,1,14793000
3445,2,2,Madurai,Apartment,21,0,12303000
1958,3,3,Trichy,Apartment,13,0,7785000
3082,3,3,Bangalore,Apartment,17,2,21169000
1046,3,3,Salem,Villa,14,2,5719000
2617,3,2,Trichy,Independent House,14,1,13355000
1931,1,1,Salem,Independent House,5,1,7979000
848,3,3,Tirunelveli,Villa,26,1,3147000
765,2,3,Madurai,Apartment,14,2,3221000
1958,3,3,Kochi,Apartment,17,2,10605000
1619,4,4,Chennai,Apartment,3,1,13874000
1141,3,3,Salem,Apartment,22,1,4232000
1358,3,2,Salem,Independent House,7,0,6744000
2728,5,4,Tirunelveli,Apartment,14,0,11169000
2780,4,4,Coimbatore,Apartment,2,1,17965000
1396,4,4,Trichy,Independent House,29,2,6598000
737,4,4,Kochi,Independent House,14,2,5003000
2831,2,1,Pune,Independent House,12,1,20159000
1953,2,2,Chennai,Apartment,8,2,12538000
3432,3,4,Bangalore,Apartment,1,3,28565000
2475,2,1,Pune,Apartment,23,1,12386000
668,3,3,Trichy,Apartment,7,1,2783000
3193,2,2,Chennai,Apartment,28,3,18489000
2700,3,3,Salem,Apartment,29,1,9065000
2073,3,3,Bangalore,Independent House,19,3,18107000
804,3,4,Coimbatore,Apartment,16,3,4616000
2773,3,3,Kochi,Villa,12,2,20826000
642,4,4,Coimbatore,Villa,0,2,5383000
2506,3,3,Madurai,Apartment,1,2,12786000
2758,4,3,Tirunelveli,Villa,29,2,12373000
1360,1,1,Chennai,Apartment,14,1,7508000
3495,5,5,Coimbatore,Apartment,11,0,22989000
2742,3,3,Pune,Villa,13,1,26455000
2594,2,2,Tirunelveli,Apartment,24,2,6703000
2535,2,2,Coimbatore,Independent House,28,1,12594000
1499,3,4,Hyderabad,Apartment,1,0,10726000
959,2,2,Madurai,Villa,17,1,4667000
2319,2,3,Trichy,Apartment,21,2,8857000
880,3,3,Kochi,Apartment,6,3,5552000
2487,3,3,Madurai,Apartment,28,3,10180000
1266,3,2,Tirunelveli,Villa,22,1,4783000
692,4,3,Hyderabad,Independent House,30,2,4617000
1271,3,3,Chennai,Independent House,28,2,9781000
2569,3,3,Pune,Apartment,24,1,13910000
660,1,1,Kochi,Independent House,5,1,3616000
3281,3,2,Kochi,Villa,13,1,21712000
1628,2,3,Madurai,Villa,7,3,9933000
2089,5,5,Tirunelveli,Apartment,26,1,7597000
1203,4,5,Chennai,Villa,21,1,12067000
1281,3,4,Salem,Independent House,1,2,6519000
3181,2,1,Hyderabad,Apartment,16,1,16140000
2028,4,3,Salem,Independent House,4,1,10803000
3485,4,3,Pune,Villa,13,1,34034000
3292,2,2,Chennai,Apartment,24,0,19660000
2880,2,3,Chennai,Apartment,23,2,18339000
1123,4,4,Hyderabad,Apartment,29,1,7480000
2993,2,2,Bangalore,Apartment,28,1,16817000
3193,4,4,Salem,Independent House,19,1,13950000
2568,3,3,Coimbatore,Apartment,20,1,12438000
1701,1,2,Kochi,Independent House,28,1,7798000
2353,4,3,Bangalore,Independent House,20,2,21378000
2436,2,3,Coimbatore,Apartment,21,2,12088000
3441,3,3,Tirunelveli,Independent House,2,2,15239000
2896,2,2,Hyderabad,Independent House,4,2,23158000
2694,1,1,Tirunelveli,Villa,15,1,10137000
1744,3,3,Kochi,Independent House,17,1,9391000
2861,3,3,Trichy,Independent House,25,3,12643000
2886,3,3,Coimbatore,Villa,16,1,20568000
1679,4,4,Bangalore,Apartment,10,1,13807000
2997,3,3,Coimbatore,Independent House,16,1,18245000
706,2,1,Coimbatore,Villa,15,1,4533000
3478,2,2,Hyderabad,Villa,25,1,22335000
647,4,4,Tirunelveli,Apartment,22,3,2652000
936,4,4,Salem,Independent House,1,1,5542000
1649,3,2,Trichy,Apartment,3,1,6521000
3451,2,2,Hyderabad,Independent House,20,3,22180000
1880,2,2,Pune,Apartment,6,3,11511000
2655,3,2,Hyderabad,Apartment,1,1,18732000
1224,4,4,Kochi,Apartment,29,1,5607000
2490,3,3,Trichy,Apartment,5,2,11873000
1876,4,5,Chennai,Villa,16,2,19810000
2315,4,4,Pune,Independent House,6,2,20310000
3366,2,3,Madurai,Independent House,24,2,14543000
902,3,2,Hyderabad,Apartment,4,2,6081000
1238,2,1,Coimbatore,Apartment,4,1,6102000
655,2,2,Salem,Independent House,19,2,2847000
1325,4,4,Chennai,Independent House,15,1,12347000
1125,3,4,Hyderabad,Apartment,18,2,6772000
1073,3,3,Hyderabad,Apartment,8,1,6556000
627,2,2,Bangalore,Apartment,4,0,4761000
2725,2,2,Bangalore,Independent House,7,1,23580000
964,2,2,Chennai,Villa,8,1,8432000
3313,2,2,Tirunelveli,Apartment,4,1,11225000
1125,3,3,Bangalore,Apartment,9,1,8720000
3346,2,2,Coimbatore,Independent House,24,1,18200000
1935,3,3,Pune,Apartment,1,2,13720000
1482,1,1,Madurai,Apartment,8,0,4745000
1630,2,1,Trichy,Villa,10,2,8773000
1626,2,3,Madurai,Apartment,3,2,7160000
2246,3,3,Madurai,Apartment,21,2,9733000
1518,3,3,Trichy,Independent House,21,1,6633000
3397,3,3,Bangalore,Independent House,21,3,29786000
3010,3,2,Chennai,Independent House,1,1,29272000
2374,3,3,Trichy,Independent House,22,0,9552000
2131,1,1,Kochi,Villa,28,1,10632000
3453,2,3,Tirunelveli,Independent House,5,0,13637000
3386,4,4,Pune,Apartment,26,3,22539000
2506,3,4,Salem,Villa,13,1,13398000
1815,2,2,Bangalore,Independent House,0,2,17881000
2254,4,4,Tirunelveli,Apartment,17,2,7404000
1084,4,4,Trichy,Apartment,6,1,5017000
2675,2,3,Kochi,Apartment,0,1,15117000
1313,3,3,Salem,Apartment,30,0,4403000
1662,3,3,Pune,Apartment,0,1,11068000
2576,3,3,Pune,Independent House,0,0,22580000
1896,2,2,Bangalore,Independent House,23,3,14459000
1854,2,2,Trichy,Apartment,3,3,7536000
2733,3,3,Tirunelveli,Apartment,3,1,9460000
725,3,3,Chennai,Apartment,28,1,4727000
3459,4,4,Tirunelveli,Independent House,17,2,13891000
1136,3,3,Tirunelveli,Apartment,26,1,3630000
2792,1,2,Pune,Apartment,10,2,16610000
2672,3,4,Chennai,Apartment,26,1,17040000
2203,2,2,Chennai,Apartment,0,1,14897000
666,3,4,Bangalore,Apartment,27,2,4633000
832,3,3,Salem,Independent House,9,1,4027000
2756,2,3,Hyderabad,Villa,8,3,24100000
1769,3,4,Madurai,Villa,22,3,9865000
2758,2,2,Madurai,Apartment,3,1,11845000
2875,1,1,Pune,Villa,27,0,16996000
710,2,3,Hyderabad,Villa,5,3,6180000
2093,2,2,Salem,Apartment,29,3,5862000
2681,5,5,Hyderabad,Villa,15,0,24387000
1222,3,3,Bangalore,Apartment,1,2,9911000
3395,2,2,Tirunelveli,Independent House,22,1,10853000
3242,3,2,Pune,Apartment,17,1,21206000
3072,1,1,Chennai,Independent House,9,2,22649000
3260,5,6,Pune,Apartment,23,1,23223000
2141,3,4,Madurai,Independent House,23,3,10235000
3339,4,4,Salem,Villa,16,1,17423000
1905,2,2,Hyderabad,Independent House,12,1,12646000
2361,3,2,Salem,Apartment,23,1,7950000
2575,3,4,Bangalore,Apartment,17,1,19266000
2962,4,4,Pune,Independent House,21,2,22776000
1476,1,2,Trichy,Apartment,12,1,4686000
2589,2,3,Pune,Apartment,16,1,13909000
1912,5,4,Chennai,Villa,4,1,21629000
2060,3,2,Pune,Apartment,10,0,13851000
3309,2,3,Kochi,Apartment,6,2,15826000
2924,2,2,Bangalore,Apartment,28,1,17060000
2333,5,6,Coimbatore,Apartment,9,1,16356000
2205,1,2,Bangalore,Independent House,16,1,17314000
2126,3,3,Hyderabad,Villa,14,1,19390000
3271,4,4,Coimbatore,Independent House,17,1,23320000
3163,2,2,Hyderabad,Independent House,22,1,17866000
3490,3,3,Hyderabad,Apartment,21,1,20783000
2997,1,1,Chennai,Apartment,18,2,17026000
2230,2,3,Chennai,Apartment,29,2,11535000
3470,4,4,Tirunelveli,Apartment,25,1,11450000
1760,4,4,Madurai,Independent House,1,0,11831000
1358,3,2,Tirunelveli,Apartment,25,1,3943000
842,3,4,Tirunelveli,Apartment,3,1,2926000
3190,2,2,Madurai,Apartment,2,1,12171000
1663,1,2,Trichy,Villa,6,1,7882000
828,2,2,Coimbatore,Villa,23,1,4598000
3195,2,2,Salem,Apartment,17,1,10847000
1519,2,2,Tirunelveli,Independent House,9,0,5727000
1846,2,2,Pune,Apartment,6,0,10687000
605,2,1,Pune,Apartment,7,1,4002000
1067,2,2,Hyderabad,Independent House,5,1,7741000
2355,3,4,Madurai,Apartment,21,1,9109000
674,4,4,Hyderabad,Independent House,25,1,5438000
603,2,3,Kochi,Independent House,0,1,4140000
2470,4,4,Kochi,Villa,3,1,20894000
1245,4,4,Salem,Independent House,13,1,6825000
717,2,2,Chennai,Apartment,16,1,4741000
2229,4,4,Chennai,Independent House,19,0,21193000
3151,3,4,Madurai,Apartment,17,1,13392000
2621,3,2,Madurai,Villa,10,2,15997000
1546,2,2,Tirunelveli,Independent House,28,1,5311000
3221,3,3,Kochi,Independent House,20,1,19157000
2064,2,2,Tirunelveli,Independent House,25,2,6220000
793,3,2,Chennai,Apartment,13,1,5542000
1446,3,3,Coimbatore,Independent House,8,1,9869000
3362,3,3,Coimbatore,Villa,26,2,20040000
2015,3,4,Madurai,Independent House,14,2,11893000
2058,3,4,Hyderabad,Villa,11,1,17318000
2820,2,2,Chennai,Apartment,9,1,17278000
2268,2,3,Coimbatore,Apartment,18,1,11643000
2973,4,3,Chennai,Villa,23,0,27319000
2033,2,3,Bangalore,Independent House,18,1,15003000
1741,1,1,Pune,Apartment,5,0,9748000
3483,2,2,Kochi,Villa,19,1,20496000
2410,2,2,Tirunelveli,Apartment,23,3,6245000
1323,5,6,Chennai,Independent House,26,3,13979000
824,3,3,Pune,Apartment,5,1,5961000
1131,4,4,Bangalore,Apartment,7,1,10200000
712,3,4,Tirunelveli,Apartment,0,1,2846000
2787,3,3,Chennai,Apartment,21,2,18889000
1158,2,3,Madurai,Apartment,16,1,4396000
2648,3,3,Pune,Apartment,16,0,16095000
2737,2,2,Tirunelveli,Apartment,23,1,7425000
1253,4,5,Chennai,Independent House,14,1,12856000
919,4,3,Pune,Independent House,6,1,7588000
2173,2,2,Bangalore,Apartment,18,2,14545000
2428,5,4,Chennai,Independent House,21,2,24092000
2517,4,4,Chennai,Apartment,30,1,15605000
738,3,3,Chennai,Villa,24,1,5835000
3492,2,1,Salem,Villa,22,0,13460000
2626,3,3,Madurai,Apartment,27,2,10278000
2906,3,3,Bangalore,Apartment,2,3,22700000
1501,2,2,Tirunelveli,Apartment,29,3,4134000
1289,1,1,Salem,Apartment,29,2,3604000
2639,4,4,Hyderabad,Villa,28,1,22002000
609,2,2,Salem,Apartment,21,0,1814000
860,3,3,Kochi,Apartment,10,1,4489000
2542,4,4,Kochi,Apartment,19,3,14584000
2273,4,4,Chennai,Apartment,29,1,16653000
2819,2,1,Salem,Apartment,28,0,8445000
